Nb_Ring,Ring,Earlywood,Latewood,E/L_ratio,Nb_FRing,Num_FRing,FRing,lumen_area,Equivalent_Diameter,2P_thickness,Tile_ID,Image
,,,,,,,,42.23502,7.333164231,0,Image_4,PB2
,,,,,,,,36.78534,6.843723369,3.68979E-01,Image_4,PB2
,,,,,,,,"106,00",11.61737456,6.67273E-01,Image_4,PB2
,,,,,,,,23.433624,5.462290431,5.900107526,Image_4,PB2
,,,,,,,,"213,00",16.46815178,0,Image_4,PB2
,,,,,,,,27.2484,5.890139252,7.556476913,Image_4,PB2
,,,,,,,,38.965212,7.043582099,0,Image_4,PB2
,,,,,,,,"110,00",11.83454055,0,Image_4,PB2
,,,,,,,,18.801396,4.892717127,1.723320896,Image_4,PB2
,,,,,,,,"100,00",11.28379167,0,Image_4,PB2
,,,,,,,,37.057824,6.869023727,1.702484937,Image_4,PB2
,,,,,,,,25.068528,5.649623101,1.367052848,Image_4,PB2
,,,,,,,,23.978592,5.525440395,0,Image_4,PB2
,,,,,,,,"116,00",12.15301556,0,Image_5,PB2
,,,,,,,,42.507504,7.356781568,1.379509597,Image_5,PB2
,,,,,,,,50.954508,8.054644286,8.00233E-01,Image_5,PB2
,,,,,,,,44.95986,7.566020862,2.33802E-02,Image_5,PB2
,,,,,,,,37.057824,6.869023727,0,Image_5,PB2
,,,,,,,,"173,00",14.84151075,0,Image_5,PB2
,,,,,,,,"153,00",13.95727948,NA,Image_5,PB2
,,,,,,,,"364,00",21.52810243,0,Image_5,PB2
,,,,,,,,"135,00",13.11058117,0,Image_5,PB2
,,,,,,,,37.057824,6.869023727,3.39453E-01,Image_5,PB2
,,,,,,,,38.692728,7.018910983,0,Image_5,PB2
,,,,,,,,"158,00",14.1835062,0,Image_5,PB2
,,,,,,,,"187,00",15.43035304,0,Image_5,PB2
,,,,,,,,47.412216,7.769627296,5.490352744,Image_5,PB2
,,,,,,,,60.491448,8.776109828,3.616039442,Image_5,PB2
,,,,,,,,29.97324,6.177630165,0,Image_5,PB2
,,,,,,,,29.155788,6.092807419,0,Image_5,PB2
,,,,,,,,"89,00",10.64510777,0,Image_5,PB2
,,,,,,,,26.703432,5.83094037,0,Image_5,PB2
,,,,,,,,"83,00",10.28002345,9.97947E-01,Image_5,PB2
,,,,,,,,"71,00",9.507891863,0,Image_5,PB2
,,,,,,,,24.796044,5.618834735,7.96386E-01,Image_5,PB2
,,,,,,,,43.052472,7.403790235,4.80688E-01,Image_5,PB2
,,,,,,,,29.155788,6.092807419,9.65862E-01,Image_5,PB2
,,,,,,,,26.430948,5.801114393,0,Image_5,PB2
,,,,,,,,"114,00",12.04779267,0,Image_5,PB2
,,,,,,,,19.346364,4.963119552,2.746818697,Image_5,PB2
,,,,,,,,38.420244,6.994152842,6.77518E-01,Image_5,PB2
,,,,,,,,20.708784,5.134904353,6.862988529,Image_5,PB2
,,,,,,,,27.520884,5.919516688,0,Image_5,PB2
,,,,,,,,"109,00",11.78062436,0,Image_5,PB2
,,,,,,,,38.692728,7.018910983,3.95862E-01,Image_5,PB2
,,,,,,,,51.77196,8.118996661,6.29166E-01,Image_5,PB2
,,,,,,,,44.95986,7.566020862,0,Image_5,PB2
,,,,,,,,"106,00",11.61737456,0,Image_5,PB2
,,,,,,,,22.616172,5.366172243,5.85949E-01,Image_5,PB2
,,,,,,,,29.428272,6.121212269,7.07568E-01,Image_5,PB2
,,,,,,,,30.790692,6.261303911,7.40925E-01,Image_5,PB2
,,,,,,,,37.875276,6.944371762,0,Image_5,PB2
,,,,,,,,"108,00",11.72646029,0,Image_6,PB2
,,,,,,,,20.981268,5.168576218,3.711509371,Image_6,PB2
,,,,,,,,"43,00",7.39927702,7.049343503,Image_6,PB2
,,,,,,,,"58,00",8.593479714,6.806451698,Image_6,PB2
,,,,,,,,41.962536,7.309470585,3.020424859,Image_6,PB2
,,,,,,,,"100,00",11.28379167,1.510250424,Image_6,PB2
,,,,,,,,93.189528,10.89277707,4.293797413,Image_6,PB2
,,,,,,,,"38,00",6.955796338,NA,Image_6,PB2
,,,,,,,,55.041768,8.371460782,0,Image_6,PB2
,,,,,,,,52.316928,8.161616359,0,Image_6,PB2
,,,,,,,,"183,00",15.26443044,0,Image_6,PB2
,,,,,,,,"224,00",16.88803298,3.052668286,Image_6,PB2
,,,,,,,,63.216288,8.971592821,0,Image_6,PB2
,,,,,,,,"61,00",8.812923024,1.84899873,Image_6,PB2
,,,,,,,,12.806748,4.038076026,0,Image_6,PB2
,,,,,,,,"284,00",19.01578373,0,Image_6,PB2
,,,,,,,,19.891332,5.032537183,1.61814E-01,Image_6,PB2
,,,,,,,,41.962536,7.309470585,0,Image_6,PB2
,,,,,,,,50.137056,7.989773611,0,Image_6,PB2
,,,,,,,,"145,00",13.58748446,0,Image_6,PB2
,,,,,,,,32.153112,6.398328976,0,Image_6,PB2
,,,,,,,,35.695404,6.741572512,2.01608E-01,Image_6,PB2
,,,,,,,,85.287492,10.4207201,0,Image_6,PB2
,,,,,,,,"78,00",9.96557497,7.08392E-01,Image_6,PB2
,,,,,,,,26.430948,5.801114393,5.886278651,Image_6,PB2
,,,,,,,,59.401512,8.696686386,0,Image_6,PB2
,,,,,,,,42.507504,7.356781568,0,Image_6,PB2
,,,,,,,,51.226992,8.076152052,1.06405E-01,Image_6,PB2
,,,,,,,,40.327632,7.165663668,0,Image_6,PB2
,,,,,,,,"168,00",14.62546558,1.130385914,Image_6,PB2
,,,,,,,,12.806748,4.038076026,4.346544348,Image_6,PB2
,,,,,,,,12.806748,4.038076026,5.205622352,Image_6,PB2
,,,,,,,,23.16114,5.43044007,0,Image_6,PB2
,,,,,,,,54.769284,8.350713636,1.556044744,Image_6,PB2
,,,,,,,,110.083536,11.83903338,0,Image_6,PB2
,,,,,,,,"50,00",7.978845608,0,Image_6,PB2
,,,,,,,,87.739848,10.569477,0,Image_6,PB2
,,,,,,,,59.673996,8.716610092,0,Image_7,PB2
,,,,,,,,56.676672,8.494879637,NA,Image_7,PB2
,,,,,,,,56.949156,8.515275536,10.8783552,Image_7,PB2
,,,,,,,,7.084584,3.003393498,3.044241355,Image_7,PB2
,,,,,,,,68.938452,9.368840016,0,Image_7,PB2
,,,,,,,,"236,00",17.33448968,0,Image_7,PB2
,,,,,,,,"159,00",14.22831992,0,Image_7,PB2
,,,,,,,,85.015008,10.40406027,0,Image_7,PB2
,,,,,,,,"293,00",19.31474014,0,Image_7,PB2
,,,,,,,,79.565328,10.06507437,13.14143287,Image_7,PB2
,,,,,,,,3.814776,2.203888304,9.788215597,Image_7,PB2
,,,,,,,,107.358696,11.69159259,0,Image_7,PB2
,,,,,,,,104.633856,11.54226855,0,Image_7,PB2
,,,,,,,,"338,00",20.74499858,0,Image_7,PB2
,,,,,,,,"296,00",19.41336924,0,Image_7,PB2
,,,,,,,,"118,00",12.2573352,6.76914E-01,Image_7,PB2
,,,,,,,,26.703432,5.83094037,7.01276E-01,Image_7,PB2
,,,,,,,,"232,00",17.18695943,0,Image_7,PB2
,,,,,,,,40.055148,7.141414314,5.143284939,Image_7,PB2
,,,,,,,,21.253752,5.202030135,2.0197519,Image_7,PB2
,,,,,,,,44.95986,7.566020862,6.123220022,Image_7,PB2
,,,,,,,,52.044444,8.140334403,5.18519974,Image_7,PB2
,,,,,,,,43.052472,7.403790235,0,Image_7,PB2
,,,,,,,,38.14776,6.96930675,NA,Image_7,PB2
,,,,,,,,54.4968,8.329914815,6.655865767,Image_7,PB2
,,,,,,,,"169,00",14.66892917,0,Image_7,PB2
,,,,,,,,27.2484,5.890139252,0,Image_7,PB2
,,,,,,,,58.856544,8.656701409,2.656686359,Image_7,PB2
,,,,,,,,33.788016,6.558981484,2.312568214,Image_7,PB2
,,,,,,,,24.796044,5.618834735,0,Image_7,PB2
,,,,,,,,101.909016,11.39098719,0,Image_8,PB2
,,,,,,,,"189,00",15.51264884,0,Image_8,PB2
,,,,,,,,64.578708,9.06775412,7.64551E-01,Image_8,PB2
,,,,,,,,46.867248,7.724845209,1.343042559,Image_8,PB2
,,,,,,,,67.031064,9.238322435,0,Image_8,PB2
,,,,,,,,67.576032,9.27580057,0,Image_8,PB2
,,,,,,,,"253,00",17.94796938,0,Image_8,PB2
,,,,,,,,68.665968,9.350306189,0,Image_8,PB2
,,,,,,,,49.864572,7.96803269,0,Image_8,PB2
,,,,,,,,70.573356,9.479282023,0,Image_8,PB2
,,,,,,,,"202,00",16.03728119,0,Image_8,PB2
,,,,,,,,74.9331,9.767690931,2.97032E-01,Image_8,PB2
,,,,,,,,50.954508,8.054644286,0,Image_8,PB2
,,,,,,,,"223,00",16.85029431,0,Image_8,PB2
,,,,,,,,60.491448,8.776109828,1.57909E-01,Image_8,PB2
,,,,,,,,50.954508,8.054644286,0,Image_8,PB2
,,,,,,,,49.04712,7.902451059,0,Image_8,PB2
,,,,,,,,"162,00",14.36192209,0,Image_8,PB2
,,,,,,,,37.330308,6.894231238,1.254950709,Image_8,PB2
,,,,,,,,76.568004,9.873672597,1.344590099,Image_8,PB2
,,,,,,,,28.338336,6.006786997,1.10426886,Image_8,PB2
,,,,,,,,33.243048,6.505871448,7.976284178,Image_8,PB2
,,,,,,,,42.507504,7.356781568,NA,Image_8,PB2
,,,,,,,,26.158464,5.771134273,5.314070343,Image_8,PB2
,,,,,,,,20.981268,5.168576218,NA,Image_8,PB2
,,,,,,,,42.779988,7.380323329,3.349078664,Image_8,PB2
,,,,,,,,12.26178,3.951225529,NA,Image_8,PB2
,,,,,,,,"130,00",12.86550197,0,Image_8,PB2
,,,,,,,,17.983944,4.785171749,1.900151093,Image_8,PB2
,,,,,,,,92.099592,10.82888926,0,Image_8,PB2
,,,,,,,,44.95986,7.566020862,0,Image_9,PB2
,,,,,,,,"164,00",14.45030399,0,Image_9,PB2
,,,,,,,,"112,00",11.94164264,0,Image_9,PB2
,,,,,,,,32.425596,6.425383342,2.86164E-01,Image_9,PB2
,,,,,,,,36.240372,6.792839962,6.03675E-01,Image_9,PB2
,,,,,,,,46.32228,7.679801996,1.210901855,Image_9,PB2
,,,,,,,,31.608144,6.343874122,0,Image_9,PB2
,,,,,,,,27.2484,5.890139252,6.34322E-01,Image_9,PB2
,,,,,,,,32.153112,6.398328976,1.805608328,Image_9,PB2
,,,,,,,,"101,00",11.34007028,2.76775E-01,Image_9,PB2
,,,,,,,,"111,00",11.88821221,0,Image_9,PB2
,,,,,,,,"112,00",11.94164264,0,Image_9,PB2
,,,,,,,,23.433624,5.462290431,2.83398E-01,Image_9,PB2
,,,,,,,,25.341012,5.680244588,0,Image_9,PB2
,,,,,,,,"129,00",12.81592374,5.68047387,Image_9,PB2
,,,,,,,,66.75858,9.219526235,5.772664347,Image_9,PB2
,,,,,,,,64.851192,9.086864265,1.510536631,Image_9,PB2
,,,,,,,,26.430948,5.801114393,7.944068082,Image_9,PB2
,,,,,,,,19.891332,5.032537183,8.055726073,Image_9,PB2
,,,,,,,,70.573356,9.479282023,7.51222E-01,Image_9,PB2
,,,,,,,,78.202908,9.978528698,6.398402729,Image_9,PB2
,,,,,,,,0.544968,8.32991E-01,7.711113083,Image_9,PB2
,,,,,,,,"366,00",21.58716455,0,Image_9,PB2
,,,,,,,,89.647236,10.68374494,0,Image_9,PB2
,,,,,,,,"252,00",17.91246396,0,Image_9,PB2
,,,,,,,,53.406864,8.246194953,0,Image_9,PB2
,,,,,,,,"136,00",13.15904928,NA,Image_9,PB2
,,,,,,,,41.417568,7.261851377,4.72761E-01,Image_9,PB2
,,,,,,,,37.330308,6.894231238,3.81487E-01,Image_9,PB2
,,,,,,,,49.592088,7.946232286,0,Image_9,PB2
,,,,,,,,58.039092,8.596375229,0,Image_9,PB2
,,,,,,,,49.592088,7.946232286,0,Image_9,PB2
,,,,,,,,67.303548,9.257080469,0,Image_9,PB2
,,,,,,,,62.67132,8.93283846,8.55071854,Image_9,PB2
,,,,,,,,20.981268,5.168576218,0,Image_9,PB2
,,,,,,,,"135,00",13.11058117,0,Image_10,PB2
,,,,,,,,60.218964,8.756321506,5.81132E-01,Image_10,PB2
,,,,,,,,42.779988,7.380323329,4.241934431,Image_10,PB2
,,,,,,,,31.608144,6.343874122,5.587159898,Image_10,PB2
,,,,,,,,16.34904,4.562482246,6.84097E-01,Image_10,PB2
,,,,,,,,22.888656,5.398401795,0,Image_10,PB2
,,,,,,,,"92,00",10.82303276,6.003640706,Image_10,PB2
,,,,,,,,73.025712,9.642573531,4.1889E-01,Image_10,PB2
,,,,,,,,66.486096,9.200691637,0,Image_10,PB2
,,,,,,,,"232,00",17.18695943,1.703404332,Image_10,PB2
,,,,,,,,30.790692,6.261303911,2.157819821,Image_10,PB2
,,,,,,,,"74,00",9.70668462,2.504442212,Image_10,PB2
,,,,,,,,23.16114,5.43044007,3.439485231,Image_10,PB2
,,,,,,,,63.488772,8.99090736,5.559860465,Image_10,PB2
,,,,,,,,40.055148,7.141414314,0,Image_10,PB2
,,,,,,,,61.581384,8.854820909,0,Image_10,PB2
,,,,,,,,36.512856,6.818329132,1.996164704,Image_10,PB2
,,,,,,,,"259,00",18.1595441,0,Image_10,PB2
,,,,,,,,"236,00",17.33448968,0,Image_10,PB2
,,,,,,,,77.112972,9.908747921,2.587637876,Image_10,PB2
,,,,,,,,58.311576,8.616530884,0,Image_10,PB2
,,,,,,,,70.028388,9.442611548,4.13768E-01,Image_10,PB2
,,,,,,,,61.036416,8.815553217,3.904375373,Image_10,PB2
,,,,,,,,1.907388,1.558384365,4.49183E-01,Image_10,PB2
,,,,,,,,"223,00",16.85029431,0,Image_10,PB2
,,,,,,,,59.673996,8.716610092,0,Image_10,PB2
,,,,,,,,43.869924,7.473748863,0,Image_10,PB2
,,,,,,,,44.95986,7.566020862,4.615264027,Image_10,PB2
,,,,,,,,44.142408,7.496923333,2.980659966,Image_10,PB2
,,,,,,,,145.233972,13.59844243,3.397963969,Image_10,PB2
,,,,,,,,59.673996,8.716610092,2.32603E-01,Image_10,PB2
,,,,,,,,65.123676,9.105934306,1.29539E-01,Image_10,PB2
,,,,,,,,53.406864,8.246194953,3.246638306,Image_10,PB2
,,,,,,,,"16,00",4.513516668,1.792701806,Image_10,PB2
,,,,,,,,"83,00",10.28002345,2.079880992,Image_10,PB2
,,,,,,,,"28,00",5.970821321,0,Image_10,PB2
,,,,,,,,149.593716,13.80103746,0,Image_11,PB2
,,,,,,,,73.57068,9.678486406,5.047852701,Image_11,PB2
,,,,,,,,1.634904,1.442783568,5.868754139,Image_11,PB2
,,,,,,,,"345,00",20.95871282,3.80803227,Image_11,PB2
,,,,,,,,81.200232,10.16795685,5.756463695,Image_11,PB2
,,,,,,,,5.177196,2.567452176,7.591464676,Image_11,PB2
,,,,,,,,96.73182,11.0978727,6.4477595,Image_11,PB2
,,,,,,,,45.777312,7.634493034,0,Image_11,PB2
,,,,,,,,56.676672,8.494879637,0,Image_11,PB2
,,,,,,,,60.763932,8.795853632,2.08427533,Image_11,PB2
,,,,,,,,8.719488,3.331965926,0,Image_11,PB2
,,,,,,,,"136,00",13.15904928,0,Image_11,PB2
,,,,,,,,32.69808,6.452324271,0,Image_11,PB2
,,,,,,,,34.332984,6.611664913,0,Image_11,PB2
,,,,,,,,"133,00",13.01310338,0,Image_11,PB2
,,,,,,,,46.32228,7.679801996,7.28934E-01,Image_11,PB2
,,,,,,,,53.679348,8.267204401,4.744545702,Image_11,PB2
,,,,,,,,34.332984,6.611664913,0,Image_11,PB2
,,,,,,,,"125,00",12.61566261,9.487913448,Image_11,PB2
,,,,,,,,20.981268,5.168576218,NA,Image_11,PB2
,,,,,,,,45.504828,7.611737416,0,Image_11,PB2
,,,,,,,,"302,00",19.60913926,0,Image_11,PB2
,,,,,,,,77.930424,9.961129332,5.83848E-01,Image_11,PB2
,,,,,,,,80.110296,10.09948498,1.215791201,Image_11,PB2
,,,,,,,,122.345316,12.48098131,NA,Image_11,PB2
,,,,,,,,100.001628,11.28388352,0,Image_11,PB2
,,,,,,,,"207,00",16.23454914,0,Image_11,PB2
,,,,,,,,53.13438,8.225131841,0,Image_11,PB2
,,,,,,,,"212,00",16.42944867,0,Image_11,PB2
,,,,,,,,32.153112,6.398328976,7.532909115,Image_12,PB2
,,,,,,,,34.0605,6.585375882,0,Image_12,PB2
,,,,,,,,"121,00",12.41217084,6.815118219,Image_12,PB2
,,,,,,,,5.994648,2.762720198,4.546036292,Image_12,PB2
,,,,,,,,40.8726,7.213917841,7.146553396,Image_12,PB2
,,,,,,,,18.801396,4.892717127,6.179053188,Image_12,PB2
,,,,,,,,22.888656,5.398401795,1.822917218,Image_12,PB2
,,,,,,,,"6,00",2.763953196,3.499430882,Image_12,PB2
,,,,,,,,30.245724,6.205646772,3.394067725,Image_12,PB2
,,,,,,,,58.58406,8.636639502,1.915968639,Image_12,PB2
,,,,,,,,49.319604,7.924371908,NA,Image_12,PB2
,,,,,,,,40.055148,7.141414314,0,Image_12,PB2
,,,,,,,,"68,00",9.304852983,3.549750157,Image_12,PB2
,,,,,,,,"131,00",12.91488987,0,Image_12,PB2
,,,,,,,,26.703432,5.83094037,0,Image_12,PB2
,,,,,,,,"153,00",13.95727948,0,Image_12,PB2
,,,,,,,,38.14776,6.96930675,11.03859532,Image_12,PB2
,,,,,,,,43.59744,7.450502309,1.043902119,Image_12,PB2
,,,,,,,,54.4968,8.329914815,0,Image_12,PB2
,,,,,,,,13.079232,4.080808179,6.162780504,Image_12,PB2
,,,,,,,,13.351716,4.123097477,NA,Image_12,PB2
,,,,,,,,66.213612,9.181818404,3.931721765,Image_12,PB2
,,,,,,,,23.16114,5.43044007,3.828535557,Image_12,PB2
,,,,,,,,47.6847,7.791921824,0,Image_12,PB2
,,,,,,,,"182,00",15.22266722,3.634562334,Image_12,PB2
,,,,,,,,14.441652,4.288086102,11.35908362,Image_12,PB2
,,,,,,,,88.5573,10.61859955,1.703095098,Image_12,PB2
,,,,,,,,"102,00",11.39607097,NA,Image_12,PB2
,,,,,,,,2.997324,1.953538186,0,Image_12,PB2
,,,,,,,,44.142408,7.496923333,5.15808476,Image_13,PB2
,,,,,,,,"13,00",4.068428945,7.142682919,Image_13,PB2
,,,,,,,,16.34904,4.562482246,3.571493213,Image_13,PB2
,,,,,,,,88.5573,10.61859955,3.413821854,Image_13,PB2
,,,,,,,,"13,00",4.068428945,5.712535696,Image_13,PB2
,,,,,,,,"171,00",14.75547228,3.869691517,Image_13,PB2
,,,,,,,,63.761256,9.010180495,0,Image_13,PB2
,,,,,,,,"205,00",16.15593101,0,Image_13,PB2
,,,,,,,,17.438976,4.712111402,5.936374076,Image_13,PB2
,,,,,,,,"28,00",5.970821321,NA,Image_13,PB2
,,,,,,,,50.954508,8.054644286,1.8033472,Image_13,PB2
,,,,,,,,7.902036,3.171937061,9.254813839,Image_13,PB2
,,,,,,,,38.420244,6.994152842,1.2035E-01,Image_13,PB2
,,,,,,,,36.240372,6.792839962,0,Image_13,PB2
,,,,,,,,48.502152,7.858425919,NA,Image_13,PB2
,,,,,,,,27.793368,5.948749047,NA,Image_13,PB2
,,,,,,,,136.242,13.17075176,NA,Image_13,PB2
,,,,,,,,262,18.26441241,0,Image_13,PB2
,,,,,,,,164,14.45030399,0,Image_13,PB2
,,,,,,,,41.145084,7.237924289,1.215694688,Image_13,PB2
,,,,,,,,237,17.37117647,0,Image_13,PB2
,,,,,,,,14.714136,4.328350705,6.622528802,Image_13,PB2
,,,,,,,,86.104944,10.47054056,8.458342992,Image_13,PB2
,,,,,,,,53.951832,8.288160593,5.9333E-01,Image_13,PB2
,,,,,,,,31.063176,6.288947771,7.571502508,Image_13,PB2
,,,,,,,,45.232344,7.588913564,0,Image_13,PB2
,,,,,,,,35.150436,6.689912191,NA,Image_14,PB2
,,,,,,,,14.98662,4.368244181,4.634861455,Image_14,PB2
,,,,,,,,7.902036,3.171937061,2.318218786,Image_14,PB2
,,,,,,,,56,8.444016491,1.969964923,Image_14,PB2
,,,,,,,,42.779988,7.380323329,1.449569245,Image_14,PB2
,,,,,,,,182,15.22266722,2.71571E-01,Image_14,PB2
,,,,,,,,79.837812,10.08229435,0,Image_14,PB2
,,,,,,,,54.4968,8.329914815,4.533784633,Image_14,PB2
,,,,,,,,7.902036,3.171937061,3.78655E-01,Image_14,PB2
,,,,,,,,205,16.15593101,NA,Image_14,PB2
,,,,,,,,74.660616,9.749915319,6.65733101,Image_14,PB2
,,,,,,,,3.269808,2.04040409,3.892857523,Image_14,PB2
,,,,,,,,22.616172,5.366172243,3.194532406,Image_14,PB2
,,,,,,,,32.69808,6.452324271,0,Image_14,PB2
,,,,,,,,174,14.88434348,0,Image_14,PB2
,,,,,,,,64,9.027033337,7.176196757,Image_14,PB2
,,,,,,,,40.055148,7.141414314,1.75174162,Image_14,PB2
,,,,,,,,49.319604,7.924371908,0,Image_14,PB2
,,,,,,,,130,12.86550197,0,Image_14,PB2
,,,,,,,,18.256428,4.821286766,11.46614904,Image_14,PB2
,,,,,,,,35.967888,6.767254786,2.390634818,Image_14,PB2
,,,,,,,,24.52356,5.587876732,1.32896376,Image_14,PB2
,,,,,,,,192,15.63528038,0,Image_14,PB2
,,,,,,,,48.774636,7.880469233,4.382843762,Image_14,PB2
,,,,,,,,168,14.62546558,0,Image_14,PB2
,,,,,,,,69.48342,9.405798108,0,Image_14,PB2
,,,,,,,,150,13.81976598,0,Image_14,PB2
,,,,,,,,173,14.84151075,0,Image_14,PB2
,,,,,,,,77.65794,9.943699521,1.719343865,Image_14,PB2
,,,,,,,,31.880628,6.371159728,0,Image_14,PB2
,,,,,,,,171,14.75547228,NA,Image_15,PB2
,,,,,,,,94.279464,10.95629234,4.937085068,Image_15,PB2
,,,,,,,,38.14776,6.96930675,0,Image_15,PB2
,,,,,,,,146,13.63425735,0,Image_15,PB2
,,,,,,,,25.341012,5.680244588,2.224950814,Image_15,PB2
,,,,,,,,86,10.46415791,5.346428645,Image_15,PB2
,,,,,,,,248,17.76973289,0,Image_15,
,,,,,,,,61.853868,8.874389598,3.695787002,Image_15,
,,,,,,,,304,19.67396304,0,Image_15,
,,,,,,,,47.139732,7.74726861,1.053885444,Image_15,
,,,,,,,,287,19.11595536,0,Image_15,
,,,,,,,,228,17.03815178,NA,Image_15,
,,,,,,,,59.673996,8.716610092,0,Image_15,
,,,,,,,,39.237696,7.068167103,0,Image_15,
,,,,,,,,204,16.11647812,NA,Image_15,
,,,,,,,,210,16.35176762,0,Image_15,
,,,,,,,,46,7.653039857,1.85621E-02,Image_15,
,,,,,,,,10.354392,3.630925689,1.43142131,Image_15,
,,,,,,,,360,21.40948939,0,Image_15,
,,,,,,,,200,15.95769122,0,Image_15,
,,,,,,,,175,14.9270533,3.059662088,Image_15,
,,,,,,,,35.695404,6.741572512,2.614361306,Image_15,
,,,,,,,,73.57068,9.678486406,1.526445578,Image_15,
,,,,,,,,110.35602,11.85367659,0,Image_15,
,,,,,,,,121.25538,12.42526236,0,Image_15,
,,,,,,,,112.808376,11.98466042,10.2776517,Image_15,
,,,,,,,,7.357068,3.060606135,0,Image_15,
,,,,,,,,97,11.11324596,4.93407E-01,Image_16,
,,,,,,,,52.861896,8.204014651,0,Image_16,
,,,,,,,,140,13.35116236,0,Image_16,
,,,,,,,,18.801396,4.892717127,3.4780821,Image_16,
,,,,,,,,44.142408,7.496923333,6.153606402,Image_16,
,,,,,,,,63.761256,9.010180495,0,Image_16,
,,,,,,,,91,10.76405122,0,Image_16,
,,,,,,,,133.789644,13.05167673,0,Image_16,
,,,,,,,,11.716812,3.862422605,5.000011695,Image_16,
,,,,,,,,129.974868,12.86425831,9.19498E-01,Image_16,
,,,,,,,,40.8726,7.213917841,0,Image_16,
,,,,,,,,186,15.3890401,0,Image_16,